activation,bn_position,model_num,neuron_idx,correlation
Tanh,before_bn,4,11,0.0
Tanh,before_bn,4,12,0.0
Tanh,before_bn,4,13,0.0
Tanh,before_bn,4,14,0.0
Tanh,before_bn,4,15,0.0
Tanh,before_bn,4,16,0.0
Tanh,before_bn,4,17,0.0
Tanh,before_bn,4,18,0.0
Tanh,before_bn,4,19,0.0
Tanh,before_bn,4,20,0.0
Tanh,before_bn,4,21,0.0
Tanh,before_bn,4,22,0.0
Tanh,before_bn,4,23,0.0
Tanh,before_bn,4,24,0.0
Tanh,before_bn,4,25,0.0
Tanh,before_bn,4,26,0.0
Tanh,before_bn,4,27,0.0
Tanh,before_bn,4,28,0.0
Tanh,before_bn,4,29,0.0
Tanh,before_bn,4,30,0.0
Tanh,before_bn,4,31,0.0
Tanh,before_bn,4,32,0.0
Tanh,before_bn,4,33,0.0
Tanh,before_bn,4,34,0.0
Tanh,before_bn,4,35,0.0
Tanh,before_bn,4,36,0.0
Tanh,before_bn,4,37,0.0
Tanh,before_bn,4,38,0.0
Tanh,before_bn,4,39,0.0
Tanh,before_bn,4,40,0.0
Tanh,before_bn,4,41,0.0
Tanh,before_bn,4,42,0.0
Tanh,before_bn,4,43,0.0
Tanh,before_bn,4,44,0.0
Tanh,before_bn,4,45,0.0
Tanh,before_bn,4,46,0.0
Tanh,before_bn,4,47,0.0
Tanh,before_bn,4,48,0.0
Tanh,before_bn,4,49,0.0
Tanh,before_bn,4,50,0.0
Tanh,before_bn,4,51,0.0
Tanh,before_bn,4,52,0.0
Tanh,before_bn,4,53,0.0
Tanh,before_bn,4,54,0.0
Tanh,before_bn,4,55,0.0
Tanh,before_bn,4,56,0.0
Tanh,before_bn,4,57,0.0
Tanh,before_bn,4,58,0.0
Tanh,before_bn,4,59,0.0
Tanh,before_bn,4,60,0.0
Tanh,before_bn,4,61,0.0
Tanh,before_bn,4,62,0.0
Tanh,before_bn,4,63,0.0
Tanh,before_bn,5,0,-0.1194
Tanh,before_bn,5,1,-0.1082
Tanh,before_bn,5,2,-0.2156
Tanh,before_bn,5,3,-0.1666
Tanh,before_bn,5,4,-0.1676
Tanh,before_bn,5,5,-0.3868
Tanh,before_bn,5,6,0.0663
Tanh,before_bn,5,7,0.1696
Tanh,before_bn,5,8,-0.0655
Tanh,before_bn,5,9,-0.2659
Tanh,before_bn,5,10,0.244
Tanh,before_bn,5,11,0.3636
Tanh,before_bn,5,12,0.2045
Tanh,before_bn,5,13,0.1955
Tanh,before_bn,5,14,-0.1862
Tanh,before_bn,5,15,-0.0425
Tanh,before_bn,5,16,0.1891
Tanh,before_bn,5,17,0.241
Tanh,before_bn,5,18,0.1468
Tanh,before_bn,5,19,-0.224
Tanh,before_bn,5,20,-0.0782
Tanh,before_bn,5,21,0.1289
Tanh,before_bn,5,22,0.1023
Tanh,before_bn,5,23,-0.1965
Tanh,before_bn,5,24,-0.0793
Tanh,before_bn,5,25,0.3322
Tanh,before_bn,5,26,0.1862
Tanh,before_bn,5,27,0.3655
Tanh,before_bn,5,28,0.2779
Tanh,before_bn,5,29,-0.113
Tanh,before_bn,5,30,-0.0994
Tanh,before_bn,5,31,0.14
Tanh,before_bn,5,32,-0.243
Tanh,before_bn,5,33,0.0844
Tanh,before_bn,5,34,-0.3749
Tanh,before_bn,5,35,0.2458
Tanh,before_bn,5,36,0.1961
Tanh,before_bn,5,37,-0.4595
Tanh,before_bn,5,38,-0.2628
Tanh,before_bn,5,39,0.3911
Tanh,before_bn,5,40,0.3981
Tanh,before_bn,5,41,0.3544
Tanh,before_bn,5,42,0.1933
Tanh,before_bn,5,43,-0.1942
Tanh,before_bn,5,44,0.2329
Tanh,before_bn,5,45,0.309
Tanh,before_bn,5,46,0.5323
Tanh,before_bn,5,47,-0.2668
Tanh,before_bn,5,48,0.0733
Tanh,before_bn,5,49,0.2796
Tanh,before_bn,5,50,-0.2927
Tanh,before_bn,5,51,0.1907
Tanh,before_bn,5,52,-0.2324
Tanh,before_bn,5,53,0.1263
Tanh,before_bn,5,54,0.3419
Tanh,before_bn,5,55,0.2187
Tanh,before_bn,5,56,-0.0706
Tanh,before_bn,5,57,0.2403
Tanh,before_bn,5,58,0.457
Tanh,before_bn,5,59,0.2154
Tanh,before_bn,5,60,0.3278
Tanh,before_bn,5,61,-0.1143
Tanh,before_bn,5,62,0.1657
Tanh,before_bn,5,63,-0.1867
Tanh,before_bn,6,0,0.0
Tanh,before_bn,6,1,0.0
Tanh,before_bn,6,2,0.0
Tanh,before_bn,6,3,0.0
Tanh,before_bn,6,4,0.0
Tanh,before_bn,6,5,0.0
Tanh,before_bn,6,6,0.0
Tanh,before_bn,6,7,0.0
Tanh,before_bn,6,8,0.0
Tanh,before_bn,6,9,0.0
Tanh,before_bn,6,10,0.0
Tanh,before_bn,6,11,0.0
Tanh,before_bn,6,12,0.0
Tanh,before_bn,6,13,0.0
Tanh,before_bn,6,14,0.0
Tanh,before_bn,6,15,0.0
Tanh,before_bn,6,16,0.0
Tanh,before_bn,6,17,0.0
Tanh,before_bn,6,18,0.0
Tanh,before_bn,6,19,0.0
Tanh,before_bn,6,20,0.0
Tanh,before_bn,6,21,0.0
Tanh,before_bn,6,22,0.0
Tanh,before_bn,6,23,0.0
Tanh,before_bn,6,24,0.0
Tanh,before_bn,6,25,0.0
Tanh,before_bn,6,26,0.0
Tanh,before_bn,6,27,0.0
Tanh,before_bn,6,28,0.0
Tanh,before_bn,6,29,0.0
Tanh,before_bn,6,30,0.0
Tanh,before_bn,6,31,0.0
Tanh,before_bn,6,32,0.0
Tanh,before_bn,6,33,0.0
Tanh,before_bn,6,34,0.0
Tanh,before_bn,6,35,0.0
Tanh,before_bn,6,36,0.0
Tanh,before_bn,6,37,0.0
Tanh,before_bn,6,38,0.0
Tanh,before_bn,6,39,0.0
Tanh,before_bn,6,40,0.0
Tanh,before_bn,6,41,0.0
Tanh,before_bn,6,42,0.0
Tanh,before_bn,6,43,0.0
Tanh,before_bn,6,44,0.0
Tanh,before_bn,6,45,0.0
Tanh,before_bn,6,46,0.0
Tanh,before_bn,6,47,0.0
Tanh,before_bn,6,48,0.0
Tanh,before_bn,6,49,0.0
Tanh,before_bn,6,50,0.0
Tanh,before_bn,6,51,0.0
Tanh,before_bn,6,52,0.0
Tanh,before_bn,6,53,0.0
Tanh,before_bn,6,54,0.0
Tanh,before_bn,6,55,0.0
Tanh,before_bn,6,56,0.0
Tanh,before_bn,6,57,0.0
Tanh,before_bn,6,58,0.0
Tanh,before_bn,6,59,0.0
Tanh,before_bn,6,60,0.0
Tanh,before_bn,6,61,0.0
Tanh,before_bn,6,62,0.0
Tanh,before_bn,6,63,0.0
Tanh,before_bn,7,0,0.4532
Tanh,before_bn,7,1,-0.2701
Tanh,before_bn,7,2,-0.5655
Tanh,before_bn,7,3,-0.4961
Tanh,before_bn,7,4,-0.474
Tanh,before_bn,7,5,0.4698
Tanh,before_bn,7,6,0.3734
Tanh,before_bn,7,7,-0.4702
Tanh,before_bn,7,8,0.3981
Tanh,before_bn,7,9,0.4118
Tanh,before_bn,7,10,-0.4751
Tanh,before_bn,7,11,-0.2975
Tanh,before_bn,7,12,0.2993
Tanh,before_bn,7,13,0.4528
Tanh,before_bn,7,14,-0.4949
Tanh,before_bn,7,15,-0.435
Tanh,before_bn,7,16,0.322
Tanh,before_bn,7,17,0.305
Tanh,before_bn,7,18,-0.3924
Tanh,before_bn,7,19,-0.2418
Tanh,before_bn,7,20,0.1912
Tanh,before_bn,7,21,-0.4508
Tanh,before_bn,7,22,-0.4176
Tanh,before_bn,7,23,0.4704
Tanh,before_bn,7,24,0.3809
Tanh,before_bn,7,25,-0.3918
Tanh,before_bn,7,26,0.2154
Tanh,before_bn,7,27,-0.3172
Tanh,before_bn,7,28,0.2283
Tanh,before_bn,7,29,0.4652
Tanh,before_bn,7,30,-0.5166
Tanh,before_bn,7,31,0.3026
Tanh,before_bn,7,32,-0.4704
Tanh,before_bn,7,33,0.4691
Tanh,before_bn,7,34,-0.5028
Tanh,before_bn,7,35,0.4728
Tanh,before_bn,7,36,0.3156
Tanh,before_bn,7,37,-0.3174
Tanh,before_bn,7,38,0.4473
Tanh,before_bn,7,39,-0.4839
Tanh,before_bn,7,40,-0.4522
Tanh,before_bn,7,41,0.2631
Tanh,before_bn,7,42,0.4606
Tanh,before_bn,7,43,0.3626
Tanh,before_bn,7,44,-0.5178
Tanh,before_bn,7,45,0.4843
Tanh,before_bn,7,46,-0.4368
Tanh,before_bn,7,47,0.394
Tanh,before_bn,7,48,0.391
Tanh,before_bn,7,49,-0.4241
Tanh,before_bn,7,50,-0.4703
Tanh,before_bn,7,51,0.3149
Tanh,before_bn,7,52,0.3536
Tanh,before_bn,7,53,-0.622
Tanh,before_bn,7,54,0.2981
Tanh,before_bn,7,55,-0.4672
Tanh,before_bn,7,56,-0.4527
Tanh,before_bn,7,57,-0.1659
Tanh,before_bn,7,58,-0.454
Tanh,before_bn,7,59,0.4001
Tanh,before_bn,7,60,-0.4023
Tanh,before_bn,7,61,-0.462
Tanh,before_bn,7,62,0.4029
Tanh,before_bn,7,63,0.3982
Tanh,before_bn,8,0,0.0
Tanh,before_bn,8,1,0.0
Tanh,before_bn,8,2,0.0
Tanh,before_bn,8,3,0.0
Tanh,before_bn,8,4,0.0
Tanh,before_bn,8,5,0.0
Tanh,before_bn,8,6,0.0
Tanh,before_bn,8,7,0.0
Tanh,before_bn,8,8,0.0
Tanh,before_bn,8,9,0.0
Tanh,before_bn,8,10,0.0
Tanh,before_bn,8,11,0.0
Tanh,before_bn,8,12,0.0
Tanh,before_bn,8,13,0.0
Tanh,before_bn,8,14,0.0
Tanh,before_bn,8,15,0.0
Tanh,before_bn,8,16,0.0
Tanh,before_bn,8,17,0.0
Tanh,before_bn,8,18,0.0
Tanh,before_bn,8,19,0.0
Tanh,before_bn,8,20,0.0
Tanh,before_bn,8,21,0.0
Tanh,before_bn,8,22,0.0
Tanh,before_bn,8,23,0.0
Tanh,before_bn,8,24,0.0
Tanh,before_bn,8,25,0.0
Tanh,before_bn,8,26,0.0
Tanh,before_bn,8,27,0.0
Tanh,before_bn,8,28,0.0
Tanh,before_bn,8,29,0.0
Tanh,before_bn,8,30,0.0
Tanh,before_bn,8,31,0.0
Tanh,before_bn,8,32,0.0
Tanh,before_bn,8,33,0.0
Tanh,before_bn,8,34,0.0
Tanh,before_bn,8,35,0.0
Tanh,before_bn,8,36,0.0
Tanh,before_bn,8,37,0.0
Tanh,before_bn,8,38,0.0
Tanh,before_bn,8,39,0.0
Tanh,before_bn,8,40,0.0
Tanh,before_bn,8,41,0.0
Tanh,before_bn,8,42,0.0
Tanh,before_bn,8,43,0.0
Tanh,before_bn,8,44,0.0
Tanh,before_bn,8,45,0.0
Tanh,before_bn,8,46,0.0
Tanh,before_bn,8,47,0.0
Tanh,before_bn,8,48,0.0
Tanh,before_bn,8,49,0.0
Tanh,before_bn,8,50,0.0
Tanh,before_bn,8,51,0.0
Tanh,before_bn,8,52,0.0
Tanh,before_bn,8,53,0.0
Tanh,before_bn,8,54,0.0
Tanh,before_bn,8,55,0.0
Tanh,before_bn,8,56,0.0
Tanh,before_bn,8,57,0.0
Tanh,before_bn,8,58,0.0
Tanh,before_bn,8,59,0.0
Tanh,before_bn,8,60,0.0
Tanh,before_bn,8,61,0.0
Tanh,before_bn,8,62,0.0
Tanh,before_bn,8,63,0.0
Tanh,before_bn,9,0,-0.3879
Tanh,before_bn,9,1,0.0633
Tanh,before_bn,9,2,0.3738
Tanh,before_bn,9,3,0.164
Tanh,before_bn,9,4,-0.4434
Tanh,before_bn,9,5,0.2934
Tanh,before_bn,9,6,-0.1898
Tanh,before_bn,9,7,0.0419
Tanh,before_bn,9,8,0.2798
Tanh,before_bn,9,9,-0.4084
Tanh,before_bn,9,10,-0.4736
Tanh,before_bn,9,11,-0.4036
Tanh,before_bn,9,12,-0.2242
Tanh,before_bn,9,13,0.058
Tanh,before_bn,9,14,0.2762
Tanh,before_bn,9,15,0.2857
Tanh,before_bn,9,16,0.3838
Tanh,before_bn,9,17,0.3101
Tanh,before_bn,9,18,0.1179
Tanh,before_bn,9,19,-0.448
Tanh,before_bn,9,20,-0.1666
Tanh,before_bn,9,21,-0.272
Tanh,before_bn,9,22,-0.3672
Tanh,before_bn,9,23,0.1127
Tanh,before_bn,9,24,-0.4378
Tanh,before_bn,9,25,0.2538
Tanh,before_bn,9,26,-0.4104
Tanh,before_bn,9,27,-0.1483
Tanh,before_bn,9,28,0.1702
Tanh,before_bn,9,29,-0.4455
Tanh,before_bn,9,30,-0.22
Tanh,before_bn,9,31,0.0846
Tanh,before_bn,9,32,-0.1931
Tanh,before_bn,9,33,0.1743
Tanh,before_bn,9,34,0.2224
Tanh,before_bn,9,35,0.2015
Tanh,before_bn,9,36,-0.1497
Tanh,before_bn,9,37,0.154
Tanh,before_bn,9,38,-0.4387
Tanh,before_bn,9,39,0.408
Tanh,before_bn,9,40,0.1789
Tanh,before_bn,9,41,0.1166
Tanh,before_bn,9,42,-0.3497
Tanh,before_bn,9,43,0.1799
Tanh,before_bn,9,44,0.2012
Tanh,before_bn,9,45,0.1496
Tanh,before_bn,9,46,-0.103
Tanh,before_bn,9,47,0.3579
Tanh,before_bn,9,48,0.3103
Tanh,before_bn,9,49,-0.2362
Tanh,before_bn,9,50,0.3895
Tanh,before_bn,9,51,0.3025
Tanh,before_bn,9,52,-0.2367
Tanh,before_bn,9,53,-0.1841
Tanh,before_bn,9,54,0.4976
Tanh,before_bn,9,55,0.3188
Tanh,before_bn,9,56,0.2205
Tanh,before_bn,9,57,-0.3448
Tanh,before_bn,9,58,0.1577
Tanh,before_bn,9,59,0.1863
Tanh,before_bn,9,60,-0.1767
Tanh,before_bn,9,61,0.3761
Tanh,before_bn,9,62,-0.4261
Tanh,before_bn,9,63,-0.2289
Tanh,before_bn,10,0,-0.3763
Tanh,before_bn,10,1,0.3962
Tanh,before_bn,10,2,-0.3052
Tanh,before_bn,10,3,-0.3547
Tanh,before_bn,10,4,0.5441
Tanh,before_bn,10,5,-0.3215
Tanh,before_bn,10,6,0.4765
Tanh,before_bn,10,7,-0.0654
Tanh,before_bn,10,8,0.2172
Tanh,before_bn,10,9,0.4525
Tanh,before_bn,10,10,-0.4241
Tanh,before_bn,10,11,0.1684
Tanh,before_bn,10,12,0.4429
Tanh,before_bn,10,13,0.3123
Tanh,before_bn,10,14,0.0819
Tanh,before_bn,10,15,0.281
Tanh,before_bn,10,16,0.2668
Tanh,before_bn,10,17,0.435
Tanh,before_bn,10,18,0.4438
Tanh,before_bn,10,19,0.1995
Tanh,before_bn,10,20,-0.3528
Tanh,before_bn,10,21,0.1979
Tanh,before_bn,10,22,-0.3498
Tanh,before_bn,10,23,0.137
Tanh,before_bn,10,24,0.1216
Tanh,before_bn,10,25,0.3712
Tanh,before_bn,10,26,0.4194
Tanh,before_bn,10,27,0.2797
Tanh,before_bn,10,28,0.4833
Tanh,before_bn,10,29,-0.1441
Tanh,before_bn,10,30,0.1603
Tanh,before_bn,10,31,0.4752
Tanh,before_bn,10,32,0.4003
Tanh,before_bn,10,33,0.2964
Tanh,before_bn,10,34,-0.456
Tanh,before_bn,10,35,-0.0997
Tanh,before_bn,10,36,0.1731
Tanh,before_bn,10,37,-0.4564
Tanh,before_bn,10,38,0.501
Tanh,before_bn,10,39,0.2229
Tanh,before_bn,10,40,0.4406
Tanh,before_bn,10,41,-0.4814
Tanh,before_bn,10,42,-0.3637
Tanh,before_bn,10,43,0.4507
Tanh,before_bn,10,44,-0.4221
Tanh,before_bn,10,45,-0.3826
Tanh,before_bn,10,46,0.4023
Tanh,before_bn,10,47,0.1593
Tanh,before_bn,10,48,0.4145
Tanh,before_bn,10,49,0.6252
Tanh,before_bn,10,50,0.438
Tanh,before_bn,10,51,0.3478
Tanh,before_bn,10,52,-0.4426
Tanh,before_bn,10,53,-0.43
Tanh,before_bn,10,54,-0.4694
Tanh,before_bn,10,55,-0.3624
Tanh,before_bn,10,56,0.2529
Tanh,before_bn,10,57,0.4444
Tanh,before_bn,10,58,0.2651
Tanh,before_bn,10,59,-0.4493
Tanh,before_bn,10,60,-0.4548
Tanh,before_bn,10,61,0.4279
Tanh,before_bn,10,62,0.4476
Tanh,before_bn,10,63,0.4695
Tanh,before_bn,11,0,0.0
Tanh,before_bn,11,1,0.0
Tanh,before_bn,11,2,0.0
Tanh,before_bn,11,3,0.0
Tanh,before_bn,11,4,0.0
Tanh,before_bn,11,5,0.0
Tanh,before_bn,11,6,0.0
Tanh,before_bn,11,7,0.0
Tanh,before_bn,11,8,0.0
Tanh,before_bn,11,9,0.0
Tanh,before_bn,11,10,0.0
Tanh,before_bn,11,11,0.0
Tanh,before_bn,11,12,0.0
Tanh,before_bn,11,13,0.0
Tanh,before_bn,11,14,0.0
Tanh,before_bn,11,15,0.0
Tanh,before_bn,11,16,0.0
Tanh,before_bn,11,17,0.0
Tanh,before_bn,11,18,0.0
Tanh,before_bn,11,19,0.0
Tanh,before_bn,11,20,0.0
Tanh,before_bn,11,21,0.0
Tanh,before_bn,11,22,0.0
Tanh,before_bn,11,23,0.0
Tanh,before_bn,11,24,0.0
Tanh,before_bn,11,25,0.0
Tanh,before_bn,11,26,0.0
Tanh,before_bn,11,27,0.0
Tanh,before_bn,11,28,0.0
Tanh,before_bn,11,29,0.0
Tanh,before_bn,11,30,0.0
Tanh,before_bn,11,31,0.0
Tanh,before_bn,11,32,0.0
Tanh,before_bn,11,33,0.0
Tanh,before_bn,11,34,0.0
Tanh,before_bn,11,35,0.0
Tanh,before_bn,11,36,0.0
Tanh,before_bn,11,37,0.0
Tanh,before_bn,11,38,0.0
Tanh,before_bn,11,39,0.0
Tanh,before_bn,11,40,0.0
Tanh,before_bn,11,41,0.0
Tanh,before_bn,11,42,0.0
Tanh,before_bn,11,43,0.0
Tanh,before_bn,11,44,0.0
Tanh,before_bn,11,45,0.0
Tanh,before_bn,11,46,0.0
Tanh,before_bn,11,47,0.0
Tanh,before_bn,11,48,0.0
Tanh,before_bn,11,49,0.0
Tanh,before_bn,11,50,0.0
Tanh,before_bn,11,51,0.0
Tanh,before_bn,11,52,0.0
Tanh,before_bn,11,53,0.0
Tanh,before_bn,11,54,0.0
Tanh,before_bn,11,55,0.0
Tanh,before_bn,11,56,0.0
Tanh,before_bn,11,57,0.0
Tanh,before_bn,11,58,0.0
Tanh,before_bn,11,59,0.0
Tanh,before_bn,11,60,0.0
Tanh,before_bn,11,61,0.0
Tanh,before_bn,11,62,0.0
Tanh,before_bn,11,63,0.0
Tanh,before_bn,12,0,0.4534
Tanh,before_bn,12,1,-0.4553
Tanh,before_bn,12,2,-0.4383
Tanh,before_bn,12,3,0.4161
Tanh,before_bn,12,4,-0.4315
Tanh,before_bn,12,5,-0.3246
Tanh,before_bn,12,6,-0.4787
Tanh,before_bn,12,7,-0.456
Tanh,before_bn,12,8,-0.2437
Tanh,before_bn,12,9,0.4778
Tanh,before_bn,12,10,-0.4861
Tanh,before_bn,12,11,0.1962
Tanh,before_bn,12,12,-0.4414
Tanh,before_bn,12,13,0.3004
Tanh,before_bn,12,14,0.4979
Tanh,before_bn,12,15,0.2841
Tanh,before_bn,12,16,-0.2375
Tanh,before_bn,12,17,-0.4487
Tanh,before_bn,12,18,0.3416
Tanh,before_bn,12,19,0.4918
Tanh,before_bn,12,20,-0.473
Tanh,before_bn,12,21,-0.4639
Tanh,before_bn,12,22,0.3325
Tanh,before_bn,12,23,-0.3649
Tanh,before_bn,12,24,-0.4322
Tanh,before_bn,12,25,-0.1234
Tanh,before_bn,12,26,0.4656
Tanh,before_bn,12,27,0.4071
Tanh,before_bn,12,28,-0.461
Tanh,before_bn,12,29,0.4595
Tanh,before_bn,12,30,-0.2721
Tanh,before_bn,12,31,-0.4528
Tanh,before_bn,12,32,-0.4891
Tanh,before_bn,12,33,0.4917
Tanh,before_bn,12,34,0.3681
Tanh,before_bn,12,35,-0.4924
Tanh,before_bn,12,36,0.5271
Tanh,before_bn,12,37,-0.4534
Tanh,before_bn,12,38,-0.4775
Tanh,before_bn,12,39,-0.125
Tanh,before_bn,12,40,0.5408
Tanh,before_bn,12,41,0.658
Tanh,before_bn,12,42,0.4913
Tanh,before_bn,12,43,0.4425
Tanh,before_bn,12,44,0.4647
Tanh,before_bn,12,45,-0.1244
Tanh,before_bn,12,46,-0.1993
Tanh,before_bn,12,47,-0.4319
Tanh,before_bn,12,48,0.5261
Tanh,before_bn,12,49,-0.4453
Tanh,before_bn,12,50,-0.0817
Tanh,before_bn,12,51,0.4934
Tanh,before_bn,12,52,0.241
Tanh,before_bn,12,53,-0.2281
Tanh,before_bn,12,54,0.2516
Tanh,before_bn,12,55,0.5725
Tanh,before_bn,12,56,-0.4556
Tanh,before_bn,12,57,0.5205
Tanh,before_bn,12,58,0.449
Tanh,before_bn,12,59,0.3881
Tanh,before_bn,12,60,-0.4731
Tanh,before_bn,12,61,-0.4793
Tanh,before_bn,12,62,0.4849
Tanh,before_bn,12,63,-0.3981
Tanh,before_bn,13,0,0.2197
Tanh,before_bn,13,1,0.0792
Tanh,before_bn,13,2,0.0336
Tanh,before_bn,13,3,-0.2115
Tanh,before_bn,13,4,0.4149
Tanh,before_bn,13,5,0.295
Tanh,before_bn,13,6,0.2294
Tanh,before_bn,13,7,0.1328
Tanh,before_bn,13,8,-0.2347
Tanh,before_bn,13,9,-0.0837
Tanh,before_bn,13,10,0.4319
Tanh,before_bn,13,11,0.2788
Tanh,before_bn,13,12,-0.0293
Tanh,before_bn,13,13,-0.315
Tanh,before_bn,13,14,0.1576
Tanh,before_bn,13,15,0.3221
Tanh,before_bn,13,16,-0.2488
Tanh,before_bn,13,17,0.2588
Tanh,before_bn,13,18,0.0079
Tanh,before_bn,13,19,0.2246
Tanh,before_bn,13,20,0.2058
Tanh,before_bn,13,21,-0.0359
Tanh,before_bn,13,22,-0.1546
Tanh,before_bn,13,23,0.2473
Tanh,before_bn,13,24,0.1946
Tanh,before_bn,13,25,-0.1352
Tanh,before_bn,13,26,-0.2997
Tanh,before_bn,13,27,-0.3973
Tanh,before_bn,13,28,0.172
Tanh,before_bn,13,29,-0.093
Tanh,before_bn,13,30,-0.0625
Tanh,before_bn,13,31,-0.3021
Tanh,before_bn,13,32,0.3306
Tanh,before_bn,13,33,-0.1373
Tanh,before_bn,13,34,0.2836
Tanh,before_bn,13,35,0.3551
Tanh,before_bn,13,36,0.3262
Tanh,before_bn,13,37,-0.196
Tanh,before_bn,13,38,0.3684
Tanh,before_bn,13,39,-0.1317
Tanh,before_bn,13,40,0.2024
Tanh,before_bn,13,41,0.0591
Tanh,before_bn,13,42,0.0361
Tanh,before_bn,13,43,-0.3388
Tanh,before_bn,13,44,-0.2698
Tanh,before_bn,13,45,-0.3267
Tanh,before_bn,13,46,-0.2797
Tanh,before_bn,13,47,0.2195
Tanh,before_bn,13,48,-0.292
Tanh,before_bn,13,49,0.1524
Tanh,before_bn,13,50,0.322
Tanh,before_bn,13,51,0.1693
Tanh,before_bn,13,52,-0.3462
Tanh,before_bn,13,53,0.2077
Tanh,before_bn,13,54,0.2226
Tanh,before_bn,13,55,0.098
Tanh,before_bn,13,56,-0.3074
Tanh,before_bn,13,57,0.0953
Tanh,before_bn,13,58,0.2341
Tanh,before_bn,13,59,0.2364
Tanh,before_bn,13,60,-0.149
Tanh,before_bn,13,61,0.2822
Tanh,before_bn,13,62,-0.4253
Tanh,before_bn,13,63,0.2528
Tanh,before_bn,14,0,0.4184
Tanh,before_bn,14,1,0.356
Tanh,before_bn,14,2,0.3344
Tanh,before_bn,14,3,-0.1312
Tanh,before_bn,14,4,0.2061
Tanh,before_bn,14,5,0.2444
Tanh,before_bn,14,6,0.3855
Tanh,before_bn,14,7,0.4478
Tanh,before_bn,14,8,0.3269
Tanh,before_bn,14,9,0.3728
Tanh,before_bn,14,10,0.2493
Tanh,before_bn,14,11,-0.1326
Tanh,before_bn,14,12,0.3174
Tanh,before_bn,14,13,-0.1109
Tanh,before_bn,14,14,-0.2832
Tanh,before_bn,14,15,0.0039
Tanh,before_bn,14,16,0.2482
Tanh,before_bn,14,17,0.1932
Tanh,before_bn,14,18,-0.201
Tanh,before_bn,14,19,0.4568
Tanh,before_bn,14,20,0.377
Tanh,before_bn,14,21,0.3474
Tanh,before_bn,14,22,0.2675
Tanh,before_bn,14,23,0.1912
Tanh,before_bn,14,24,0.1572
Tanh,before_bn,14,25,-0.2207
Tanh,before_bn,14,26,-0.2022
Tanh,before_bn,14,27,-0.1398
Tanh,before_bn,14,28,-0.0325
Tanh,before_bn,14,29,-0.1471
Tanh,before_bn,14,30,0.4536
Tanh,before_bn,14,31,0.2029
Tanh,before_bn,14,32,-0.2227
Tanh,before_bn,14,33,0.4287
Tanh,before_bn,14,34,0.1842
Tanh,before_bn,14,35,0.1873
Tanh,before_bn,14,36,0.4388
Tanh,before_bn,14,37,0.2246
Tanh,before_bn,14,38,0.558
Tanh,before_bn,14,39,-0.2209
Tanh,before_bn,14,40,-0.2802
Tanh,before_bn,14,41,0.3739
Tanh,before_bn,14,42,-0.1977
Tanh,before_bn,14,43,0.388
Tanh,before_bn,14,44,0.2493
Tanh,before_bn,14,45,-0.2514
Tanh,before_bn,14,46,0.462
Tanh,before_bn,14,47,-0.2198
Tanh,before_bn,14,48,0.2753
Tanh,before_bn,14,49,0.4305
Tanh,before_bn,14,50,0.0944
Tanh,before_bn,14,51,0.2759
Tanh,before_bn,14,52,0.1695
Tanh,before_bn,14,53,0.2259
Tanh,before_bn,14,54,0.5421
Tanh,before_bn,14,55,-0.2583
Tanh,before_bn,14,56,0.235
Tanh,before_bn,14,57,0.4333
Tanh,before_bn,14,58,-0.0988
Tanh,before_bn,14,59,-0.3015
Tanh,before_bn,14,60,-0.2199
Tanh,before_bn,14,61,-0.1837
Tanh,before_bn,14,62,0.2861
Tanh,before_bn,14,63,-0.302
Tanh,before_bn,15,0,0.4815
Tanh,before_bn,15,1,0.2365
Tanh,before_bn,15,2,-0.2659
Tanh,before_bn,15,3,-0.4589
Tanh,before_bn,15,4,0.4368
Tanh,before_bn,15,5,-0.4894
Tanh,before_bn,15,6,0.2186
Tanh,before_bn,15,7,-0.4868
Tanh,before_bn,15,8,0.2496
Tanh,before_bn,15,9,0.1517
Tanh,before_bn,15,10,0.3591
Tanh,before_bn,15,11,-0.4985
Tanh,before_bn,15,12,0.2938
Tanh,before_bn,15,13,0.3846
Tanh,before_bn,15,14,-0.5121
Tanh,before_bn,15,15,-0.3307
Tanh,before_bn,15,16,0.4169
Tanh,before_bn,15,17,0.0459
Tanh,before_bn,15,18,0.4002
Tanh,before_bn,15,19,0.1346
Tanh,before_bn,15,20,0.2245
Tanh,before_bn,15,21,0.3404
Tanh,before_bn,15,22,-0.3571
Tanh,before_bn,15,23,-0.096
Tanh,before_bn,15,24,-0.1826
Tanh,before_bn,15,25,0.1642
Tanh,before_bn,15,26,0.2686
Tanh,before_bn,15,27,-0.437
Tanh,before_bn,15,28,-0.4888
Tanh,before_bn,15,29,0.1765
Tanh,before_bn,15,30,-0.5082
Tanh,before_bn,15,31,0.4237
Tanh,before_bn,15,32,0.186
Tanh,before_bn,15,33,0.5698
Tanh,before_bn,15,34,-0.4936
Tanh,before_bn,15,35,0.2312
Tanh,before_bn,15,36,0.2244
Tanh,before_bn,15,37,0.453
Tanh,before_bn,15,38,0.1771
Tanh,before_bn,15,39,0.1663
Tanh,before_bn,15,40,-0.4761
Tanh,before_bn,15,41,0.4955
Tanh,before_bn,15,42,-0.4354
Tanh,before_bn,15,43,-0.4158
Tanh,before_bn,15,44,0.3815
Tanh,before_bn,15,45,0.174
Tanh,before_bn,15,46,0.1358
