model_type,model_id,layer_name,layer_type,layer_index,neuron_position,correlation_coef
large,model_17,Encoder_8,Encoder,8,35,0.5771
large,model_17,Encoder_8,Encoder,8,36,0.5902
large,model_17,Encoder_8,Encoder,8,37,0.6186
large,model_17,Encoder_8,Encoder,8,38,0.7888
large,model_17,Encoder_8,Encoder,8,39,0.4605
large,model_17,Encoder_8,Encoder,8,40,0.8691
large,model_17,Encoder_8,Encoder,8,41,0.8199
large,model_17,Encoder_8,Encoder,8,42,0.7995
large,model_17,Encoder_8,Encoder,8,43,0.7147
large,model_17,Encoder_8,Encoder,8,44,0.7286
large,model_17,Encoder_8,Encoder,8,45,0.5793
large,model_17,Encoder_8,Encoder,8,46,0.6385
large,model_17,Encoder_8,Encoder,8,47,0.4941
large,model_17,Encoder_8,Encoder,8,48,0.8774
large,model_17,Encoder_8,Encoder,8,49,0.5706
large,model_17,Encoder_8,Encoder,8,50,0.3372
large,model_17,Encoder_8,Encoder,8,51,0.75
large,model_17,Encoder_8,Encoder,8,52,0.7515
large,model_17,Encoder_8,Encoder,8,53,0.783
large,model_17,Encoder_8,Encoder,8,54,0.7744
large,model_17,Encoder_8,Encoder,8,55,0.6057
large,model_17,Encoder_8,Encoder,8,56,0.5347
large,model_17,Encoder_8,Encoder,8,57,0.6234
large,model_17,Encoder_8,Encoder,8,58,0.7235
large,model_17,Encoder_8,Encoder,8,59,0.6462
large,model_17,Encoder_8,Encoder,8,60,0.6945
large,model_17,Encoder_8,Encoder,8,61,0.6565
large,model_17,Encoder_8,Encoder,8,62,0.6766
large,model_17,Encoder_8,Encoder,8,63,0.6389
large,model_17,Decoder_0,Decoder,0,0,0.4757
large,model_17,Decoder_0,Decoder,0,1,0.7495
large,model_17,Decoder_0,Decoder,0,2,0.6969
large,model_17,Decoder_0,Decoder,0,3,0.6688
large,model_17,Decoder_0,Decoder,0,4,0.6946
large,model_17,Decoder_0,Decoder,0,5,0.5893
large,model_17,Decoder_0,Decoder,0,6,0.4984
large,model_17,Decoder_0,Decoder,0,7,0.8411
large,model_17,Decoder_0,Decoder,0,8,0.8404
large,model_17,Decoder_0,Decoder,0,9,0.7372
large,model_17,Decoder_0,Decoder,0,10,0.6357
large,model_17,Decoder_0,Decoder,0,11,0.7436
large,model_17,Decoder_0,Decoder,0,12,0.7615
large,model_17,Decoder_0,Decoder,0,13,0.6262
large,model_17,Decoder_0,Decoder,0,14,0.6679
large,model_17,Decoder_0,Decoder,0,15,0.6029
large,model_17,Decoder_0,Decoder,0,16,0.7636
large,model_17,Decoder_0,Decoder,0,17,0.7424
large,model_17,Decoder_0,Decoder,0,18,0.8118
large,model_17,Decoder_0,Decoder,0,19,0.6604
large,model_17,Decoder_0,Decoder,0,20,0.6817
large,model_17,Decoder_0,Decoder,0,21,0.7601
large,model_17,Decoder_0,Decoder,0,22,0.7078
large,model_17,Decoder_0,Decoder,0,23,0.6562
large,model_17,Decoder_0,Decoder,0,24,0.4086
large,model_17,Decoder_0,Decoder,0,25,0.7952
large,model_17,Decoder_0,Decoder,0,26,0.6788
large,model_17,Decoder_0,Decoder,0,27,0.5706
large,model_17,Decoder_0,Decoder,0,28,0.8958
large,model_17,Decoder_0,Decoder,0,29,0.6847
large,model_17,Decoder_0,Decoder,0,30,0.6866
large,model_17,Decoder_0,Decoder,0,31,0.6633
large,model_17,Decoder_0,Decoder,0,32,0.8427
large,model_17,Decoder_0,Decoder,0,33,0.5779
large,model_17,Decoder_0,Decoder,0,34,0.5769
large,model_17,Decoder_0,Decoder,0,35,0.6109
large,model_17,Decoder_0,Decoder,0,36,0.8202
large,model_17,Decoder_0,Decoder,0,37,0.7609
large,model_17,Decoder_0,Decoder,0,38,0.4442
large,model_17,Decoder_0,Decoder,0,39,0.7118
large,model_17,Decoder_0,Decoder,0,40,0.5567
large,model_17,Decoder_0,Decoder,0,41,0.5595
large,model_17,Decoder_0,Decoder,0,42,0.5975
large,model_17,Decoder_0,Decoder,0,43,0.6537
large,model_17,Decoder_0,Decoder,0,44,0.6925
large,model_17,Decoder_0,Decoder,0,45,0.6456
large,model_17,Decoder_0,Decoder,0,46,0.6075
large,model_17,Decoder_0,Decoder,0,47,0.6442
large,model_17,Decoder_0,Decoder,0,48,0.5267
large,model_17,Decoder_0,Decoder,0,49,0.6718
large,model_17,Decoder_0,Decoder,0,50,0.664
large,model_17,Decoder_0,Decoder,0,51,0.7585
large,model_17,Decoder_0,Decoder,0,52,0.6803
large,model_17,Decoder_0,Decoder,0,53,0.701
large,model_17,Decoder_0,Decoder,0,54,0.7916
large,model_17,Decoder_0,Decoder,0,55,0.6345
large,model_17,Decoder_0,Decoder,0,56,0.7493
large,model_17,Decoder_0,Decoder,0,57,0.6433
large,model_17,Decoder_0,Decoder,0,58,0.8737
large,model_17,Decoder_0,Decoder,0,59,0.8124
large,model_17,Decoder_0,Decoder,0,60,0.6194
large,model_17,Decoder_0,Decoder,0,61,0.59
large,model_17,Decoder_0,Decoder,0,62,0.7335
large,model_17,Decoder_0,Decoder,0,63,0.8413
large,model_17,Decoder_4,Decoder,4,0,0.7694
large,model_17,Decoder_4,Decoder,4,1,0.7604
large,model_17,Decoder_4,Decoder,4,2,0.6649
large,model_17,Decoder_4,Decoder,4,3,0.7611
large,model_17,Decoder_4,Decoder,4,4,0.5066
large,model_17,Decoder_4,Decoder,4,5,0.7272
large,model_17,Decoder_4,Decoder,4,6,0.6414
large,model_17,Decoder_4,Decoder,4,7,0.7662
large,model_17,Decoder_4,Decoder,4,8,0.7339
large,model_17,Decoder_4,Decoder,4,9,0.6044
large,model_17,Decoder_4,Decoder,4,10,0.8191
large,model_17,Decoder_4,Decoder,4,11,0.6507
large,model_17,Decoder_4,Decoder,4,12,0.5618
large,model_17,Decoder_4,Decoder,4,13,0.8978
large,model_17,Decoder_4,Decoder,4,14,0.7936
large,model_17,Decoder_4,Decoder,4,15,0.6319
large,model_17,Decoder_4,Decoder,4,16,0.8458
large,model_17,Decoder_4,Decoder,4,17,0.6925
large,model_17,Decoder_4,Decoder,4,18,0.6464
large,model_17,Decoder_4,Decoder,4,19,0.5926
large,model_17,Decoder_4,Decoder,4,20,0.6133
large,model_17,Decoder_4,Decoder,4,21,0.5409
large,model_17,Decoder_4,Decoder,4,22,0.63
large,model_17,Decoder_4,Decoder,4,23,0.5581
large,model_17,Decoder_4,Decoder,4,24,0.5304
large,model_17,Decoder_4,Decoder,4,25,0.6578
large,model_17,Decoder_4,Decoder,4,26,0.6436
large,model_17,Decoder_4,Decoder,4,27,0.7359
large,model_17,Decoder_4,Decoder,4,28,0.5244
large,model_17,Decoder_4,Decoder,4,29,0.8765
large,model_17,Decoder_4,Decoder,4,30,0.7692
large,model_17,Decoder_4,Decoder,4,31,0.8453
large,model_17,Decoder_4,Decoder,4,32,0.7349
large,model_17,Decoder_4,Decoder,4,33,0.8785
large,model_17,Decoder_4,Decoder,4,34,0.7663
large,model_17,Decoder_4,Decoder,4,35,0.8941
large,model_17,Decoder_4,Decoder,4,36,0.8875
large,model_17,Decoder_4,Decoder,4,37,0.6381
large,model_17,Decoder_4,Decoder,4,38,0.7066
large,model_17,Decoder_4,Decoder,4,39,0.6601
large,model_17,Decoder_4,Decoder,4,40,0.6571
large,model_17,Decoder_4,Decoder,4,41,0.5795
large,model_17,Decoder_4,Decoder,4,42,0.6368
large,model_17,Decoder_4,Decoder,4,43,0.3917
large,model_17,Decoder_4,Decoder,4,44,0.7727
large,model_17,Decoder_4,Decoder,4,45,0.8421
large,model_17,Decoder_4,Decoder,4,46,0.7636
large,model_17,Decoder_4,Decoder,4,47,0.5159
large,model_17,Decoder_4,Decoder,4,48,0.6345
large,model_17,Decoder_4,Decoder,4,49,0.7494
large,model_17,Decoder_4,Decoder,4,50,0.2065
large,model_17,Decoder_4,Decoder,4,51,0.7906
large,model_17,Decoder_4,Decoder,4,52,0.7712
large,model_17,Decoder_4,Decoder,4,53,0.4527
large,model_17,Decoder_4,Decoder,4,54,0.6167
large,model_17,Decoder_4,Decoder,4,55,0.6741
large,model_17,Decoder_4,Decoder,4,56,0.865
large,model_17,Decoder_4,Decoder,4,57,0.8752
large,model_17,Decoder_4,Decoder,4,58,0.8733
large,model_17,Decoder_4,Decoder,4,59,0.6658
large,model_17,Decoder_4,Decoder,4,60,0.8749
large,model_17,Decoder_4,Decoder,4,61,0.8965
large,model_17,Decoder_4,Decoder,4,62,0.4532
large,model_17,Decoder_4,Decoder,4,63,0.6566
large,model_17,Decoder_8,Decoder,8,0,0.8537
large,model_17,Decoder_8,Decoder,8,1,0.6643
large,model_17,Decoder_8,Decoder,8,2,0.7426
large,model_17,Decoder_8,Decoder,8,3,0.7383
large,model_17,Decoder_8,Decoder,8,4,0.5472
large,model_17,Decoder_8,Decoder,8,5,0.7067
large,model_17,Decoder_8,Decoder,8,6,-0.7006
large,model_17,Decoder_8,Decoder,8,7,0.5182
large,model_17,Decoder_8,Decoder,8,8,0.695
large,model_17,Decoder_8,Decoder,8,9,0.6989
large,model_17,Decoder_8,Decoder,8,10,0.2809
large,model_17,Decoder_8,Decoder,8,11,0.0746
large,model_17,Decoder_8,Decoder,8,12,0.7993
large,model_17,Decoder_8,Decoder,8,13,0.8482
large,model_17,Decoder_8,Decoder,8,14,0.6087
large,model_17,Decoder_8,Decoder,8,15,0.7047
large,model_17,Decoder_8,Decoder,8,16,0.776
large,model_17,Decoder_8,Decoder,8,17,-0.1271
large,model_17,Decoder_8,Decoder,8,18,0.5522
large,model_17,Decoder_8,Decoder,8,19,0.2341
large,model_17,Decoder_8,Decoder,8,20,0.6834
large,model_17,Decoder_8,Decoder,8,21,0.7449
large,model_17,Decoder_8,Decoder,8,22,0.7296
large,model_17,Decoder_8,Decoder,8,23,0.858
large,model_17,Decoder_8,Decoder,8,24,0.8515
large,model_17,Decoder_8,Decoder,8,25,0.7071
large,model_17,Decoder_8,Decoder,8,26,-0.1598
large,model_17,Decoder_8,Decoder,8,27,0.7851
large,model_17,Decoder_8,Decoder,8,28,0.1388
large,model_17,Decoder_8,Decoder,8,29,0.7651
large,model_17,Decoder_8,Decoder,8,30,0.6495
large,model_17,Decoder_8,Decoder,8,31,0.5785
large,model_17,Decoder_8,Decoder,8,32,0.42
large,model_17,Decoder_8,Decoder,8,33,-0.1071
large,model_17,Decoder_8,Decoder,8,34,-0.2881
large,model_17,Decoder_8,Decoder,8,35,0.7837
large,model_17,Decoder_8,Decoder,8,36,0.6167
large,model_17,Decoder_8,Decoder,8,37,0.7887
large,model_17,Decoder_8,Decoder,8,38,0.4435
large,model_17,Decoder_8,Decoder,8,39,0.6383
large,model_17,Decoder_8,Decoder,8,40,0.823
large,model_17,Decoder_8,Decoder,8,41,0.787
large,model_17,Decoder_8,Decoder,8,42,0.6099
large,model_17,Decoder_8,Decoder,8,43,0.5087
large,model_17,Decoder_8,Decoder,8,44,0.6764
large,model_17,Decoder_8,Decoder,8,45,0.4743
large,model_17,Decoder_8,Decoder,8,46,0.659
large,model_17,Decoder_8,Decoder,8,47,0.236
large,model_17,Decoder_8,Decoder,8,48,0.3866
large,model_17,Decoder_8,Decoder,8,49,-0.3299
large,model_17,Decoder_8,Decoder,8,50,0.8017
large,model_17,Decoder_8,Decoder,8,51,0.6768
large,model_17,Decoder_8,Decoder,8,52,0.5588
large,model_17,Decoder_8,Decoder,8,53,0.4261
large,model_17,Decoder_8,Decoder,8,54,0.5279
large,model_17,Decoder_8,Decoder,8,55,0.2276
large,model_17,Decoder_8,Decoder,8,56,0.4403
large,model_17,Decoder_8,Decoder,8,57,-0.0824
large,model_17,Decoder_8,Decoder,8,58,0.6656
large,model_17,Decoder_8,Decoder,8,59,0.7282
large,model_17,Decoder_8,Decoder,8,60,-0.1198
large,model_17,Decoder_8,Decoder,8,61,0.8032
large,model_17,Decoder_8,Decoder,8,62,0.3162
large,model_17,Decoder_8,Decoder,8,63,0.628
large,model_18,Encoder_0,Encoder,0,0,0.479
large,model_18,Encoder_0,Encoder,0,1,NA
large,model_18,Encoder_0,Encoder,0,2,0.5062
large,model_18,Encoder_0,Encoder,0,3,0.6202
large,model_18,Encoder_0,Encoder,0,4,NA
large,model_18,Encoder_0,Encoder,0,5,0.2341
large,model_18,Encoder_0,Encoder,0,6,0.2757
large,model_18,Encoder_0,Encoder,0,7,NA
large,model_18,Encoder_0,Encoder,0,8,0.3402
large,model_18,Encoder_0,Encoder,0,9,0.2883
large,model_18,Encoder_0,Encoder,0,10,0.2242
large,model_18,Encoder_0,Encoder,0,11,0.1888
large,model_18,Encoder_0,Encoder,0,12,NA
large,model_18,Encoder_0,Encoder,0,13,0.18
large,model_18,Encoder_0,Encoder,0,14,0.3046
large,model_18,Encoder_0,Encoder,0,15,0.1918
large,model_18,Encoder_0,Encoder,0,16,0.6514
large,model_18,Encoder_0,Encoder,0,17,0.3122
large,model_18,Encoder_0,Encoder,0,18,0.5323
large,model_18,Encoder_0,Encoder,0,19,NA
large,model_18,Encoder_0,Encoder,0,20,NA
large,model_18,Encoder_0,Encoder,0,21,NA
large,model_18,Encoder_0,Encoder,0,22,0.2461
large,model_18,Encoder_0,Encoder,0,23,-0.1004
large,model_18,Encoder_0,Encoder,0,24,0.2598
large,model_18,Encoder_0,Encoder,0,25,0.5116
large,model_18,Encoder_0,Encoder,0,26,NA
large,model_18,Encoder_0,Encoder,0,27,NA
large,model_18,Encoder_0,Encoder,0,28,0.4675
large,model_18,Encoder_0,Encoder,0,29,0.2133
large,model_18,Encoder_0,Encoder,0,30,0.1738
large,model_18,Encoder_0,Encoder,0,31,0.4773
large,model_18,Encoder_0,Encoder,0,32,0.2004
large,model_18,Encoder_0,Encoder,0,33,0.2777
large,model_18,Encoder_0,Encoder,0,34,0.3819
large,model_18,Encoder_0,Encoder,0,35,0.246
large,model_18,Encoder_0,Encoder,0,36,0.4265
large,model_18,Encoder_0,Encoder,0,37,NA
large,model_18,Encoder_0,Encoder,0,38,0.1681
large,model_18,Encoder_0,Encoder,0,39,0.7192
large,model_18,Encoder_0,Encoder,0,40,0.2021
large,model_18,Encoder_0,Encoder,0,41,0.2143
large,model_18,Encoder_0,Encoder,0,42,0.348
large,model_18,Encoder_0,Encoder,0,43,0.2039
large,model_18,Encoder_0,Encoder,0,44,0.2375
large,model_18,Encoder_0,Encoder,0,45,0.2689
large,model_18,Encoder_0,Encoder,0,46,0.0306
large,model_18,Encoder_0,Encoder,0,47,-0.1003
large,model_18,Encoder_0,Encoder,0,48,0.3107
large,model_18,Encoder_0,Encoder,0,49,NA
large,model_18,Encoder_0,Encoder,0,50,0.8329
large,model_18,Encoder_0,Encoder,0,51,0.1401
large,model_18,Encoder_0,Encoder,0,52,0.3318
large,model_18,Encoder_0,Encoder,0,53,0.6071
large,model_18,Encoder_0,Encoder,0,54,0.2438
large,model_18,Encoder_0,Encoder,0,55,0.3123
large,model_18,Encoder_0,Encoder,0,56,0.2863
large,model_18,Encoder_0,Encoder,0,57,-0.1614
large,model_18,Encoder_0,Encoder,0,58,0.5702
large,model_18,Encoder_0,Encoder,0,59,0.2706
large,model_18,Encoder_0,Encoder,0,60,0.1949
large,model_18,Encoder_0,Encoder,0,61,0.4741
large,model_18,Encoder_0,Encoder,0,62,0.2648
large,model_18,Encoder_0,Encoder,0,63,0.4058
large,model_18,Encoder_4,Encoder,4,0,0.751
large,model_18,Encoder_4,Encoder,4,1,0.618
large,model_18,Encoder_4,Encoder,4,2,0.248
large,model_18,Encoder_4,Encoder,4,3,0.5836
large,model_18,Encoder_4,Encoder,4,4,0.491
large,model_18,Encoder_4,Encoder,4,5,0.3667
large,model_18,Encoder_4,Encoder,4,6,0.4039
large,model_18,Encoder_4,Encoder,4,7,0.7788
large,model_18,Encoder_4,Encoder,4,8,0.5373
large,model_18,Encoder_4,Encoder,4,9,0.6713
large,model_18,Encoder_4,Encoder,4,10,0.6381
large,model_18,Encoder_4,Encoder,4,11,0.768
large,model_18,Encoder_4,Encoder,4,12,0.4637
large,model_18,Encoder_4,Encoder,4,13,0.6332
large,model_18,Encoder_4,Encoder,4,14,0.82
large,model_18,Encoder_4,Encoder,4,15,0.4604
large,model_18,Encoder_4,Encoder,4,16,0.4204
large,model_18,Encoder_4,Encoder,4,17,0.807
large,model_18,Encoder_4,Encoder,4,18,0.4217
large,model_18,Encoder_4,Encoder,4,19,0.7533
large,model_18,Encoder_4,Encoder,4,20,0.6966
large,model_18,Encoder_4,Encoder,4,21,0.5499
large,model_18,Encoder_4,Encoder,4,22,0.6427
large,model_18,Encoder_4,Encoder,4,23,0.7
large,model_18,Encoder_4,Encoder,4,24,0.745
large,model_18,Encoder_4,Encoder,4,25,0.8146
large,model_18,Encoder_4,Encoder,4,26,0.8764
large,model_18,Encoder_4,Encoder,4,27,0.6428
large,model_18,Encoder_4,Encoder,4,28,0.3064
large,model_18,Encoder_4,Encoder,4,29,0.7287
large,model_18,Encoder_4,Encoder,4,30,0.5895
large,model_18,Encoder_4,Encoder,4,31,0.2497
large,model_18,Encoder_4,Encoder,4,32,0.5457
large,model_18,Encoder_4,Encoder,4,33,0.3382
large,model_18,Encoder_4,Encoder,4,34,0.7345
large,model_18,Encoder_4,Encoder,4,35,0.4742
large,model_18,Encoder_4,Encoder,4,36,0.4545
large,model_18,Encoder_4,Encoder,4,37,0.5537
large,model_18,Encoder_4,Encoder,4,38,0.4185
large,model_18,Encoder_4,Encoder,4,39,0.5623
large,model_18,Encoder_4,Encoder,4,40,0.415
large,model_18,Encoder_4,Encoder,4,41,0.3519
large,model_18,Encoder_4,Encoder,4,42,0.6371
large,model_18,Encoder_4,Encoder,4,43,0.4692
large,model_18,Encoder_4,Encoder,4,44,0.4354
large,model_18,Encoder_4,Encoder,4,45,0.6428
large,model_18,Encoder_4,Encoder,4,46,0.2351
large,model_18,Encoder_4,Encoder,4,47,0.5527
large,model_18,Encoder_4,Encoder,4,48,0.8897
large,model_18,Encoder_4,Encoder,4,49,0.7137
large,model_18,Encoder_4,Encoder,4,50,0.6953
large,model_18,Encoder_4,Encoder,4,51,0.3812
large,model_18,Encoder_4,Encoder,4,52,0.5961
large,model_18,Encoder_4,Encoder,4,53,0.6801
large,model_18,Encoder_4,Encoder,4,54,0.2577
large,model_18,Encoder_4,Encoder,4,55,0.5234
large,model_18,Encoder_4,Encoder,4,56,0.5745
large,model_18,Encoder_4,Encoder,4,57,0.773
large,model_18,Encoder_4,Encoder,4,58,0.3817
large,model_18,Encoder_4,Encoder,4,59,0.4493
large,model_18,Encoder_4,Encoder,4,60,0.8146
large,model_18,Encoder_4,Encoder,4,61,-0.0379
large,model_18,Encoder_4,Encoder,4,62,0.5976
large,model_18,Encoder_4,Encoder,4,63,0.8246
large,model_18,Encoder_8,Encoder,8,0,0.7245
large,model_18,Encoder_8,Encoder,8,1,0.6336
large,model_18,Encoder_8,Encoder,8,2,0.6468
large,model_18,Encoder_8,Encoder,8,3,0.5723
large,model_18,Encoder_8,Encoder,8,4,0.6139
large,model_18,Encoder_8,Encoder,8,5,0.7574
large,model_18,Encoder_8,Encoder,8,6,0.5762
large,model_18,Encoder_8,Encoder,8,7,0.6976
large,model_18,Encoder_8,Encoder,8,8,0.5619
large,model_18,Encoder_8,Encoder,8,9,0.6479
large,model_18,Encoder_8,Encoder,8,10,0.7846
large,model_18,Encoder_8,Encoder,8,11,0.8704
large,model_18,Encoder_8,Encoder,8,12,0.7559
large,model_18,Encoder_8,Encoder,8,13,0.6001
large,model_18,Encoder_8,Encoder,8,14,0.7603
large,model_18,Encoder_8,Encoder,8,15,0.7208
large,model_18,Encoder_8,Encoder,8,16,0.5728
large,model_18,Encoder_8,Encoder,8,17,0.4392
large,model_18,Encoder_8,Encoder,8,18,0.6426
large,model_18,Encoder_8,Encoder,8,19,0.5038
large,model_18,Encoder_8,Encoder,8,20,0.725
large,model_18,Encoder_8,Encoder,8,21,0.7725
large,model_18,Encoder_8,Encoder,8,22,0.8519
large,model_18,Encoder_8,Encoder,8,23,0.7437
large,model_18,Encoder_8,Encoder,8,24,0.7136
large,model_18,Encoder_8,Encoder,8,25,0.8414
large,model_18,Encoder_8,Encoder,8,26,0.5352
large,model_18,Encoder_8,Encoder,8,27,0.7152
large,model_18,Encoder_8,Encoder,8,28,0.5099
large,model_18,Encoder_8,Encoder,8,29,0.5616
large,model_18,Encoder_8,Encoder,8,30,0.7448
large,model_18,Encoder_8,Encoder,8,31,0.634
large,model_18,Encoder_8,Encoder,8,32,0.6885
large,model_18,Encoder_8,Encoder,8,33,0.4611
large,model_18,Encoder_8,Encoder,8,34,0.7492
large,model_18,Encoder_8,Encoder,8,35,0.6007
large,model_18,Encoder_8,Encoder,8,36,0.6508
large,model_18,Encoder_8,Encoder,8,37,0.5231
large,model_18,Encoder_8,Encoder,8,38,0.655
large,model_18,Encoder_8,Encoder,8,39,0.5414
large,model_18,Encoder_8,Encoder,8,40,0.7757
large,model_18,Encoder_8,Encoder,8,41,0.7804
large,model_18,Encoder_8,Encoder,8,42,0.4704
large,model_18,Encoder_8,Encoder,8,43,0.8773
large,model_18,Encoder_8,Encoder,8,44,0.4999
large,model_18,Encoder_8,Encoder,8,45,0.7932
large,model_18,Encoder_8,Encoder,8,46,0.8609
large,model_18,Encoder_8,Encoder,8,47,0.7687
large,model_18,Encoder_8,Encoder,8,48,0.4953
large,model_18,Encoder_8,Encoder,8,49,0.5956
large,model_18,Encoder_8,Encoder,8,50,0.5446
large,model_18,Encoder_8,Encoder,8,51,0.5832
large,model_18,Encoder_8,Encoder,8,52,0.7263
large,model_18,Encoder_8,Encoder,8,53,0.5299
large,model_18,Encoder_8,Encoder,8,54,0.7206
large,model_18,Encoder_8,Encoder,8,55,0.3114
large,model_18,Encoder_8,Encoder,8,56,0.664
large,model_18,Encoder_8,Encoder,8,57,0.5857
large,model_18,Encoder_8,Encoder,8,58,0.7809
large,model_18,Encoder_8,Encoder,8,59,0.7418
large,model_18,Encoder_8,Encoder,8,60,0.6529
large,model_18,Encoder_8,Encoder,8,61,0.5559
large,model_18,Encoder_8,Encoder,8,62,0.5807
large,model_18,Encoder_8,Encoder,8,63,0.7032
large,model_18,Decoder_0,Decoder,0,0,0.6025
large,model_18,Decoder_0,Decoder,0,1,0.7558
large,model_18,Decoder_0,Decoder,0,2,0.7968
large,model_18,Decoder_0,Decoder,0,3,0.8119
large,model_18,Decoder_0,Decoder,0,4,0.7516
large,model_18,Decoder_0,Decoder,0,5,0.6523
large,model_18,Decoder_0,Decoder,0,6,0.853
large,model_18,Decoder_0,Decoder,0,7,0.5808
large,model_18,Decoder_0,Decoder,0,8,0.6505
large,model_18,Decoder_0,Decoder,0,9,0.6211
large,model_18,Decoder_0,Decoder,0,10,0.662
large,model_18,Decoder_0,Decoder,0,11,0.5579
large,model_18,Decoder_0,Decoder,0,12,0.4534
large,model_18,Decoder_0,Decoder,0,13,0.5362
large,model_18,Decoder_0,Decoder,0,14,0.8427
large,model_18,Decoder_0,Decoder,0,15,0.6481
large,model_18,Decoder_0,Decoder,0,16,0.6131
large,model_18,Decoder_0,Decoder,0,17,0.581
large,model_18,Decoder_0,Decoder,0,18,0.6972
large,model_18,Decoder_0,Decoder,0,19,0.7209
large,model_18,Decoder_0,Decoder,0,20,0.8129
large,model_18,Decoder_0,Decoder,0,21,0.6118
large,model_18,Decoder_0,Decoder,0,22,0.6577
large,model_18,Decoder_0,Decoder,0,23,0.4909
large,model_18,Decoder_0,Decoder,0,24,0.6941
large,model_18,Decoder_0,Decoder,0,25,0.7282
large,model_18,Decoder_0,Decoder,0,26,0.7206
large,model_18,Decoder_0,Decoder,0,27,0.7073
large,model_18,Decoder_0,Decoder,0,28,0.6034
large,model_18,Decoder_0,Decoder,0,29,0.4971
large,model_18,Decoder_0,Decoder,0,30,0.6338
large,model_18,Decoder_0,Decoder,0,31,0.4511
large,model_18,Decoder_0,Decoder,0,32,0.7446
large,model_18,Decoder_0,Decoder,0,33,0.7738
large,model_18,Decoder_0,Decoder,0,34,0.8438
large,model_18,Decoder_0,Decoder,0,35,0.6604
large,model_18,Decoder_0,Decoder,0,36,0.5173
large,model_18,Decoder_0,Decoder,0,37,0.8515
large,model_18,Decoder_0,Decoder,0,38,0.7455
large,model_18,Decoder_0,Decoder,0,39,0.7048
large,model_18,Decoder_0,Decoder,0,40,0.5902
large,model_18,Decoder_0,Decoder,0,41,0.5395
large,model_18,Decoder_0,Decoder,0,42,0.6867
large,model_18,Decoder_0,Decoder,0,43,0.5101
large,model_18,Decoder_0,Decoder,0,44,0.5449
large,model_18,Decoder_0,Decoder,0,45,0.8261
large,model_18,Decoder_0,Decoder,0,46,0.6803
large,model_18,Decoder_0,Decoder,0,47,0.6971
large,model_18,Decoder_0,Decoder,0,48,0.7611
large,model_18,Decoder_0,Decoder,0,49,0.6936
large,model_18,Decoder_0,Decoder,0,50,0.5331
large,model_18,Decoder_0,Decoder,0,51,0.7863
large,model_18,Decoder_0,Decoder,0,52,0.4719
large,model_18,Decoder_0,Decoder,0,53,0.6292
large,model_18,Decoder_0,Decoder,0,54,0.4759
large,model_18,Decoder_0,Decoder,0,55,0.6029
large,model_18,Decoder_0,Decoder,0,56,0.664
large,model_18,Decoder_0,Decoder,0,57,0.6007
large,model_18,Decoder_0,Decoder,0,58,0.7321
large,model_18,Decoder_0,Decoder,0,59,0.6222
large,model_18,Decoder_0,Decoder,0,60,0.6373
large,model_18,Decoder_0,Decoder,0,61,0.7622
large,model_18,Decoder_0,Decoder,0,62,0.321
large,model_18,Decoder_0,Decoder,0,63,0.7039
large,model_18,Decoder_4,Decoder,4,0,0.7558
large,model_18,Decoder_4,Decoder,4,1,0.8859
large,model_18,Decoder_4,Decoder,4,2,0.8173
large,model_18,Decoder_4,Decoder,4,3,0.3657
large,model_18,Decoder_4,Decoder,4,4,0.4361
large,model_18,Decoder_4,Decoder,4,5,0.8949
large,model_18,Decoder_4,Decoder,4,6,0.7927
large,model_18,Decoder_4,Decoder,4,7,0.583
large,model_18,Decoder_4,Decoder,4,8,0.3619
large,model_18,Decoder_4,Decoder,4,9,0.6557
large,model_18,Decoder_4,Decoder,4,10,0.6875
large,model_18,Decoder_4,Decoder,4,11,0.5205
large,model_18,Decoder_4,Decoder,4,12,0.4036
large,model_18,Decoder_4,Decoder,4,13,0.7481
large,model_18,Decoder_4,Decoder,4,14,0.3781
large,model_18,Decoder_4,Decoder,4,15,0.4643
large,model_18,Decoder_4,Decoder,4,16,0.7229
large,model_18,Decoder_4,Decoder,4,17,0.7879
large,model_18,Decoder_4,Decoder,4,18,0.8104
large,model_18,Decoder_4,Decoder,4,19,0.8912
large,model_18,Decoder_4,Decoder,4,20,0.6412
large,model_18,Decoder_4,Decoder,4,21,0.7618
large,model_18,Decoder_4,Decoder,4,22,0.8007
large,model_18,Decoder_4,Decoder,4,23,0.6682
large,model_18,Decoder_4,Decoder,4,24,0.4704
large,model_18,Decoder_4,Decoder,4,25,0.5822
large,model_18,Decoder_4,Decoder,4,26,0.7021
large,model_18,Decoder_4,Decoder,4,27,0.6779
large,model_18,Decoder_4,Decoder,4,28,0.2951
large,model_18,Decoder_4,Decoder,4,29,0.6695
large,model_18,Decoder_4,Decoder,4,30,0.6935
large,model_18,Decoder_4,Decoder,4,31,0.6172
large,model_18,Decoder_4,Decoder,4,32,0.5642
large,model_18,Decoder_4,Decoder,4,33,0.6629
large,model_18,Decoder_4,Decoder,4,34,0.6965
large,model_18,Decoder_4,Decoder,4,35,0.5756
large,model_18,Decoder_4,Decoder,4,36,0.8999
large,model_18,Decoder_4,Decoder,4,37,0.4743
large,model_18,Decoder_4,Decoder,4,38,0.8595
large,model_18,Decoder_4,Decoder,4,39,0.5467
large,model_18,Decoder_4,Decoder,4,40,0.7478
large,model_18,Decoder_4,Decoder,4,41,0.8286
