model_type,model_id,layer_name,layer_type,layer_index,neuron_position,correlation_coef
large,model_1,Encoder_0,Encoder,0,0,0.4238
large,model_1,Encoder_0,Encoder,0,1,NA
large,model_1,Encoder_0,Encoder,0,2,0.5623
large,model_1,Encoder_0,Encoder,0,3,0.6042
large,model_1,Encoder_0,Encoder,0,4,NA
large,model_1,Encoder_0,Encoder,0,5,0.089
large,model_1,Encoder_0,Encoder,0,6,0.3113
large,model_1,Encoder_0,Encoder,0,7,NA
large,model_1,Encoder_0,Encoder,0,8,-0.1417
large,model_1,Encoder_0,Encoder,0,9,0.1242
large,model_1,Encoder_0,Encoder,0,10,-0.0704
large,model_1,Encoder_0,Encoder,0,11,-0.6291
large,model_1,Encoder_0,Encoder,0,12,NA
large,model_1,Encoder_0,Encoder,0,13,-0.1009
large,model_1,Encoder_0,Encoder,0,14,-0.0302
large,model_1,Encoder_0,Encoder,0,15,0.2445
large,model_1,Encoder_0,Encoder,0,16,0.6871
large,model_1,Encoder_0,Encoder,0,17,0.3323
large,model_1,Encoder_0,Encoder,0,18,0.2427
large,model_1,Encoder_0,Encoder,0,19,NA
large,model_1,Encoder_0,Encoder,0,20,NA
large,model_1,Encoder_0,Encoder,0,21,NA
large,model_1,Encoder_0,Encoder,0,22,0.2255
large,model_1,Encoder_0,Encoder,0,23,-0.0602
large,model_1,Encoder_0,Encoder,0,24,0.0798
large,model_1,Encoder_0,Encoder,0,25,0.0258
large,model_1,Encoder_0,Encoder,0,26,NA
large,model_1,Encoder_0,Encoder,0,27,NA
large,model_1,Encoder_0,Encoder,0,28,0.4258
large,model_1,Encoder_0,Encoder,0,29,0.1378
large,model_1,Encoder_0,Encoder,0,30,0.1614
large,model_1,Encoder_0,Encoder,0,31,0.5342
large,model_1,Encoder_0,Encoder,0,32,0.1429
large,model_1,Encoder_0,Encoder,0,33,0.3586
large,model_1,Encoder_0,Encoder,0,34,0.2935
large,model_1,Encoder_0,Encoder,0,35,0.2439
large,model_1,Encoder_0,Encoder,0,36,0.3019
large,model_1,Encoder_0,Encoder,0,37,NA
large,model_1,Encoder_0,Encoder,0,38,-0.0541
large,model_1,Encoder_0,Encoder,0,39,0.6217
large,model_1,Encoder_0,Encoder,0,40,0.1467
large,model_1,Encoder_0,Encoder,0,41,0.1444
large,model_1,Encoder_0,Encoder,0,42,0.2264
large,model_1,Encoder_0,Encoder,0,43,0.3028
large,model_1,Encoder_0,Encoder,0,44,0.1667
large,model_1,Encoder_0,Encoder,0,45,-0.013
large,model_1,Encoder_0,Encoder,0,46,-0.2355
large,model_1,Encoder_0,Encoder,0,47,-0.1912
large,model_1,Encoder_0,Encoder,0,48,-0.1338
large,model_1,Encoder_0,Encoder,0,49,NA
large,model_1,Encoder_0,Encoder,0,50,0.7911
large,model_1,Encoder_0,Encoder,0,51,0.1149
large,model_1,Encoder_0,Encoder,0,52,0.2984
large,model_1,Encoder_0,Encoder,0,53,-0.091
large,model_1,Encoder_0,Encoder,0,54,0.1494
large,model_1,Encoder_0,Encoder,0,55,0.0182
large,model_1,Encoder_0,Encoder,0,56,0.1435
large,model_1,Encoder_0,Encoder,0,57,-0.333
large,model_1,Encoder_0,Encoder,0,58,0.6718
large,model_1,Encoder_0,Encoder,0,59,0.1945
large,model_1,Encoder_0,Encoder,0,60,0.155
large,model_1,Encoder_0,Encoder,0,61,0.3217
large,model_1,Encoder_0,Encoder,0,62,0.214
large,model_1,Encoder_0,Encoder,0,63,-0.2852
large,model_1,Encoder_4,Encoder,4,0,-0.1415
large,model_1,Encoder_4,Encoder,4,1,0.1655
large,model_1,Encoder_4,Encoder,4,2,0.2691
large,model_1,Encoder_4,Encoder,4,3,0.6402
large,model_1,Encoder_4,Encoder,4,4,0.2194
large,model_1,Encoder_4,Encoder,4,5,0.1752
large,model_1,Encoder_4,Encoder,4,6,0.0662
large,model_1,Encoder_4,Encoder,4,7,0.2182
large,model_1,Encoder_4,Encoder,4,8,0.1826
large,model_1,Encoder_4,Encoder,4,9,-0.0404
large,model_1,Encoder_4,Encoder,4,10,-0.0826
large,model_1,Encoder_4,Encoder,4,11,0.605
large,model_1,Encoder_4,Encoder,4,12,0.3233
large,model_1,Encoder_4,Encoder,4,13,0.5051
large,model_1,Encoder_4,Encoder,4,14,0.2771
large,model_1,Encoder_4,Encoder,4,15,-0.0615
large,model_1,Encoder_4,Encoder,4,16,0.2046
large,model_1,Encoder_4,Encoder,4,17,0.2913
large,model_1,Encoder_4,Encoder,4,18,0.1835
large,model_1,Encoder_4,Encoder,4,19,0.1816
large,model_1,Encoder_4,Encoder,4,20,0.8174
large,model_1,Encoder_4,Encoder,4,21,0.7047
large,model_1,Encoder_4,Encoder,4,22,0.3903
large,model_1,Encoder_4,Encoder,4,23,0.4116
large,model_1,Encoder_4,Encoder,4,24,0.163
large,model_1,Encoder_4,Encoder,4,25,0.4913
large,model_1,Encoder_4,Encoder,4,26,0.2029
large,model_1,Encoder_4,Encoder,4,27,-0.2075
large,model_1,Encoder_4,Encoder,4,28,0.5492
large,model_1,Encoder_4,Encoder,4,29,0.0167
large,model_1,Encoder_4,Encoder,4,30,-0.0314
large,model_1,Encoder_4,Encoder,4,31,0.3161
large,model_1,Encoder_4,Encoder,4,32,0.3076
large,model_1,Encoder_4,Encoder,4,33,0.0065
large,model_1,Encoder_4,Encoder,4,34,0.2624
large,model_1,Encoder_4,Encoder,4,35,0.1754
large,model_1,Encoder_4,Encoder,4,36,0.3057
large,model_1,Encoder_4,Encoder,4,37,0.7543
large,model_1,Encoder_4,Encoder,4,38,0.3992
large,model_1,Encoder_4,Encoder,4,39,0.2653
large,model_1,Encoder_4,Encoder,4,40,0.5636
large,model_1,Encoder_4,Encoder,4,41,0.3938
large,model_1,Encoder_4,Encoder,4,42,0.0084
large,model_1,Encoder_4,Encoder,4,43,0.122
large,model_1,Encoder_4,Encoder,4,44,-0.0416
large,model_1,Encoder_4,Encoder,4,45,0.6987
large,model_1,Encoder_4,Encoder,4,46,0.3558
large,model_1,Encoder_4,Encoder,4,47,0.1363
large,model_1,Encoder_4,Encoder,4,48,0.4511
large,model_1,Encoder_4,Encoder,4,49,0.4828
large,model_1,Encoder_4,Encoder,4,50,-0.1357
large,model_1,Encoder_4,Encoder,4,51,0.5704
large,model_1,Encoder_4,Encoder,4,52,0.6556
large,model_1,Encoder_4,Encoder,4,53,-0.5122
large,model_1,Encoder_4,Encoder,4,54,0.5257
large,model_1,Encoder_4,Encoder,4,55,0.653
large,model_1,Encoder_4,Encoder,4,56,0.7331
large,model_1,Encoder_4,Encoder,4,57,0.0075
large,model_1,Encoder_4,Encoder,4,58,0.3345
large,model_1,Encoder_4,Encoder,4,59,0.4463
large,model_1,Encoder_4,Encoder,4,60,0.1102
large,model_1,Encoder_4,Encoder,4,61,0.1732
large,model_1,Encoder_4,Encoder,4,62,0.2231
large,model_1,Encoder_4,Encoder,4,63,0.4174
large,model_1,Encoder_8,Encoder,8,0,0.2293
large,model_1,Encoder_8,Encoder,8,1,0.2754
large,model_1,Encoder_8,Encoder,8,2,-0.0732
large,model_1,Encoder_8,Encoder,8,3,0.4545
large,model_1,Encoder_8,Encoder,8,4,0.6472
large,model_1,Encoder_8,Encoder,8,5,0.4422
large,model_1,Encoder_8,Encoder,8,6,0.5142
large,model_1,Encoder_8,Encoder,8,7,0.5115
large,model_1,Encoder_8,Encoder,8,8,0.6662
large,model_1,Encoder_8,Encoder,8,9,0.6867
large,model_1,Encoder_8,Encoder,8,10,0.3649
large,model_1,Encoder_8,Encoder,8,11,0.5647
large,model_1,Encoder_8,Encoder,8,12,0.5261
large,model_1,Encoder_8,Encoder,8,13,0.4362
large,model_1,Encoder_8,Encoder,8,14,0.2783
large,model_1,Encoder_8,Encoder,8,15,0.4324
large,model_1,Encoder_8,Encoder,8,16,0.5845
large,model_1,Encoder_8,Encoder,8,17,0.273
large,model_1,Encoder_8,Encoder,8,18,0.5277
large,model_1,Encoder_8,Encoder,8,19,0.7344
large,model_1,Encoder_8,Encoder,8,20,0.0916
large,model_1,Encoder_8,Encoder,8,21,0.5789
large,model_1,Encoder_8,Encoder,8,22,0.3106
large,model_1,Encoder_8,Encoder,8,23,0.4789
large,model_1,Encoder_8,Encoder,8,24,0.1005
large,model_1,Encoder_8,Encoder,8,25,0.5828
large,model_1,Encoder_8,Encoder,8,26,0.6111
large,model_1,Encoder_8,Encoder,8,27,0.2385
large,model_1,Encoder_8,Encoder,8,28,0.3084
large,model_1,Encoder_8,Encoder,8,29,-0.1655
large,model_1,Encoder_8,Encoder,8,30,0.1103
large,model_1,Encoder_8,Encoder,8,31,0.5959
large,model_1,Encoder_8,Encoder,8,32,0.4539
large,model_1,Encoder_8,Encoder,8,33,0.62
large,model_1,Encoder_8,Encoder,8,34,0.0178
large,model_1,Encoder_8,Encoder,8,35,0.0547
large,model_1,Encoder_8,Encoder,8,36,0.5001
large,model_1,Encoder_8,Encoder,8,37,0.1146
large,model_1,Encoder_8,Encoder,8,38,0.1577
large,model_1,Encoder_8,Encoder,8,39,0.481
large,model_1,Encoder_8,Encoder,8,40,0.2149
large,model_1,Encoder_8,Encoder,8,41,0.3117
large,model_1,Encoder_8,Encoder,8,42,0.173
large,model_1,Encoder_8,Encoder,8,43,0.5932
large,model_1,Encoder_8,Encoder,8,44,0.4959
large,model_1,Encoder_8,Encoder,8,45,0.6587
large,model_1,Encoder_8,Encoder,8,46,0.4114
large,model_1,Encoder_8,Encoder,8,47,0.2189
large,model_1,Encoder_8,Encoder,8,48,0.2151
large,model_1,Encoder_8,Encoder,8,49,-0.0558
large,model_1,Encoder_8,Encoder,8,50,0.2884
large,model_1,Encoder_8,Encoder,8,51,0.4804
large,model_1,Encoder_8,Encoder,8,52,0.6176
large,model_1,Encoder_8,Encoder,8,53,0.5304
large,model_1,Encoder_8,Encoder,8,54,0.295
large,model_1,Encoder_8,Encoder,8,55,0.5416
large,model_1,Encoder_8,Encoder,8,56,0.4774
large,model_1,Encoder_8,Encoder,8,57,0.4288
large,model_1,Encoder_8,Encoder,8,58,0.3107
large,model_1,Encoder_8,Encoder,8,59,0.5485
large,model_1,Encoder_8,Encoder,8,60,0.7866
large,model_1,Encoder_8,Encoder,8,61,0.5715
large,model_1,Encoder_8,Encoder,8,62,0.299
large,model_1,Encoder_8,Encoder,8,63,0.0239
large,model_1,Decoder_0,Decoder,0,0,0.453
large,model_1,Decoder_0,Decoder,0,1,-0.3645
large,model_1,Decoder_0,Decoder,0,2,0.881
large,model_1,Decoder_0,Decoder,0,3,0.4356
large,model_1,Decoder_0,Decoder,0,4,0.4144
large,model_1,Decoder_0,Decoder,0,5,0.6906
large,model_1,Decoder_0,Decoder,0,6,0.4989
large,model_1,Decoder_0,Decoder,0,7,0.7462
large,model_1,Decoder_0,Decoder,0,8,0.414
large,model_1,Decoder_0,Decoder,0,9,0.6404
large,model_1,Decoder_0,Decoder,0,10,0.7942
large,model_1,Decoder_0,Decoder,0,11,0.6242
large,model_1,Decoder_0,Decoder,0,12,0.6498
large,model_1,Decoder_0,Decoder,0,13,0.7581
large,model_1,Decoder_0,Decoder,0,14,0.5731
large,model_1,Decoder_0,Decoder,0,15,0.7255
large,model_1,Decoder_0,Decoder,0,16,0.6961
large,model_1,Decoder_0,Decoder,0,17,0.742
large,model_1,Decoder_0,Decoder,0,18,0.735
large,model_1,Decoder_0,Decoder,0,19,-0.3728
large,model_1,Decoder_0,Decoder,0,20,0.5372
large,model_1,Decoder_0,Decoder,0,21,0.7113
large,model_1,Decoder_0,Decoder,0,22,0.5072
large,model_1,Decoder_0,Decoder,0,23,0.699
large,model_1,Decoder_0,Decoder,0,24,0.7711
large,model_1,Decoder_0,Decoder,0,25,0.7425
large,model_1,Decoder_0,Decoder,0,26,0.6696
large,model_1,Decoder_0,Decoder,0,27,0.5648
large,model_1,Decoder_0,Decoder,0,28,0.718
large,model_1,Decoder_0,Decoder,0,29,0.6198
large,model_1,Decoder_0,Decoder,0,30,0.5772
large,model_1,Decoder_0,Decoder,0,31,0.7102
large,model_1,Decoder_0,Decoder,0,32,0.1437
large,model_1,Decoder_0,Decoder,0,33,0.8314
large,model_1,Decoder_0,Decoder,0,34,0.5901
large,model_1,Decoder_0,Decoder,0,35,0.654
large,model_1,Decoder_0,Decoder,0,36,0.6346
large,model_1,Decoder_0,Decoder,0,37,0.8645
large,model_1,Decoder_0,Decoder,0,38,0.55
large,model_1,Decoder_0,Decoder,0,39,-0.5055
large,model_1,Decoder_0,Decoder,0,40,0.6252
large,model_1,Decoder_0,Decoder,0,41,0.8275
large,model_1,Decoder_0,Decoder,0,42,0.549
large,model_1,Decoder_0,Decoder,0,43,0.8243
large,model_1,Decoder_0,Decoder,0,44,0.3922
large,model_1,Decoder_0,Decoder,0,45,0.7361
large,model_1,Decoder_0,Decoder,0,46,0.8127
large,model_1,Decoder_0,Decoder,0,47,-0.2923
large,model_1,Decoder_0,Decoder,0,48,0.5324
large,model_1,Decoder_0,Decoder,0,49,0.3993
large,model_1,Decoder_0,Decoder,0,50,0.5195
large,model_1,Decoder_0,Decoder,0,51,0.7585
large,model_1,Decoder_0,Decoder,0,52,0.4861
large,model_1,Decoder_0,Decoder,0,53,0.7954
large,model_1,Decoder_0,Decoder,0,54,0.6602
large,model_1,Decoder_0,Decoder,0,55,0.6497
large,model_1,Decoder_0,Decoder,0,56,0.5853
large,model_1,Decoder_0,Decoder,0,57,0.6264
large,model_1,Decoder_0,Decoder,0,58,0.5656
large,model_1,Decoder_0,Decoder,0,59,0.4519
large,model_1,Decoder_0,Decoder,0,60,0.3427
large,model_1,Decoder_0,Decoder,0,61,0.6954
large,model_1,Decoder_0,Decoder,0,62,-0.4759
large,model_1,Decoder_0,Decoder,0,63,0.8191
large,model_1,Decoder_4,Decoder,4,0,0.6422
large,model_1,Decoder_4,Decoder,4,1,0.529
large,model_1,Decoder_4,Decoder,4,2,0.1295
large,model_1,Decoder_4,Decoder,4,3,-0.0937
large,model_1,Decoder_4,Decoder,4,4,0.5896
large,model_1,Decoder_4,Decoder,4,5,0.1669
large,model_1,Decoder_4,Decoder,4,6,0.3199
large,model_1,Decoder_4,Decoder,4,7,0.2505
large,model_1,Decoder_4,Decoder,4,8,0.3503
large,model_1,Decoder_4,Decoder,4,9,0.2457
large,model_1,Decoder_4,Decoder,4,10,0.7559
large,model_1,Decoder_4,Decoder,4,11,0.2008
large,model_1,Decoder_4,Decoder,4,12,0.269
large,model_1,Decoder_4,Decoder,4,13,0.5602
large,model_1,Decoder_4,Decoder,4,14,0.3214
large,model_1,Decoder_4,Decoder,4,15,0.4877
large,model_1,Decoder_4,Decoder,4,16,0.323
large,model_1,Decoder_4,Decoder,4,17,0.5095
large,model_1,Decoder_4,Decoder,4,18,0.1792
large,model_1,Decoder_4,Decoder,4,19,0.6111
large,model_1,Decoder_4,Decoder,4,20,0.6358
large,model_1,Decoder_4,Decoder,4,21,0.2097
large,model_1,Decoder_4,Decoder,4,22,0.1306
large,model_1,Decoder_4,Decoder,4,23,-0.0708
large,model_1,Decoder_4,Decoder,4,24,0.5027
large,model_1,Decoder_4,Decoder,4,25,0.2744
large,model_1,Decoder_4,Decoder,4,26,-0.0241
large,model_1,Decoder_4,Decoder,4,27,0.5956
large,model_1,Decoder_4,Decoder,4,28,0.5738
large,model_1,Decoder_4,Decoder,4,29,0.3044
large,model_1,Decoder_4,Decoder,4,30,0.4732
large,model_1,Decoder_4,Decoder,4,31,0.6334
large,model_1,Decoder_4,Decoder,4,32,-0.1545
large,model_1,Decoder_4,Decoder,4,33,0.698
large,model_1,Decoder_4,Decoder,4,34,0.3226
large,model_1,Decoder_4,Decoder,4,35,-0.0301
large,model_1,Decoder_4,Decoder,4,36,-0.2423
large,model_1,Decoder_4,Decoder,4,37,0.3213
large,model_1,Decoder_4,Decoder,4,38,0.3099
large,model_1,Decoder_4,Decoder,4,39,0.3131
large,model_1,Decoder_4,Decoder,4,40,0.2392
large,model_1,Decoder_4,Decoder,4,41,0.5205
large,model_1,Decoder_4,Decoder,4,42,0.2863
large,model_1,Decoder_4,Decoder,4,43,0.3807
large,model_1,Decoder_4,Decoder,4,44,0.6518
large,model_1,Decoder_4,Decoder,4,45,0.5609
large,model_1,Decoder_4,Decoder,4,46,0.1937
large,model_1,Decoder_4,Decoder,4,47,0.2468
large,model_1,Decoder_4,Decoder,4,48,0.1779
large,model_1,Decoder_4,Decoder,4,49,0.3842
large,model_1,Decoder_4,Decoder,4,50,0.2374
large,model_1,Decoder_4,Decoder,4,51,0.2221
large,model_1,Decoder_4,Decoder,4,52,0.3151
large,model_1,Decoder_4,Decoder,4,53,0.4059
large,model_1,Decoder_4,Decoder,4,54,0.5028
large,model_1,Decoder_4,Decoder,4,55,0.463
large,model_1,Decoder_4,Decoder,4,56,0.0802
large,model_1,Decoder_4,Decoder,4,57,0.3469
large,model_1,Decoder_4,Decoder,4,58,0.2643
large,model_1,Decoder_4,Decoder,4,59,0.2976
large,model_1,Decoder_4,Decoder,4,60,0.3885
large,model_1,Decoder_4,Decoder,4,61,0.5106
large,model_1,Decoder_4,Decoder,4,62,0.5055
large,model_1,Decoder_4,Decoder,4,63,0.1782
large,model_1,Decoder_8,Decoder,8,0,0.6695
large,model_1,Decoder_8,Decoder,8,1,0.279
large,model_1,Decoder_8,Decoder,8,2,0.7442
large,model_1,Decoder_8,Decoder,8,3,0.3215
large,model_1,Decoder_8,Decoder,8,4,0.6685
large,model_1,Decoder_8,Decoder,8,5,0.4921
large,model_1,Decoder_8,Decoder,8,6,0.5094
large,model_1,Decoder_8,Decoder,8,7,0.0842
large,model_1,Decoder_8,Decoder,8,8,0.2845
large,model_1,Decoder_8,Decoder,8,9,0.5404
large,model_1,Decoder_8,Decoder,8,10,0.684
large,model_1,Decoder_8,Decoder,8,11,0.763
large,model_1,Decoder_8,Decoder,8,12,0.7212
large,model_1,Decoder_8,Decoder,8,13,0.5579
large,model_1,Decoder_8,Decoder,8,14,0.3851
large,model_1,Decoder_8,Decoder,8,15,0.0021
large,model_1,Decoder_8,Decoder,8,16,0.2594
large,model_1,Decoder_8,Decoder,8,17,0.7424
large,model_1,Decoder_8,Decoder,8,18,0.1448
large,model_1,Decoder_8,Decoder,8,19,0.645
large,model_1,Decoder_8,Decoder,8,20,0.1446
large,model_1,Decoder_8,Decoder,8,21,-0.212
large,model_1,Decoder_8,Decoder,8,22,0.6463
large,model_1,Decoder_8,Decoder,8,23,-0.0611
large,model_1,Decoder_8,Decoder,8,24,0.7654
large,model_1,Decoder_8,Decoder,8,25,0.7122
large,model_1,Decoder_8,Decoder,8,26,0.6704
large,model_1,Decoder_8,Decoder,8,27,-0.5747
large,model_1,Decoder_8,Decoder,8,28,-0.011
large,model_1,Decoder_8,Decoder,8,29,0.1162
large,model_1,Decoder_8,Decoder,8,30,0.5837
large,model_1,Decoder_8,Decoder,8,31,0.4941
large,model_1,Decoder_8,Decoder,8,32,0.5355
large,model_1,Decoder_8,Decoder,8,33,0.3847
large,model_1,Decoder_8,Decoder,8,34,0.571
large,model_1,Decoder_8,Decoder,8,35,-0.3621
large,model_1,Decoder_8,Decoder,8,36,0.664
large,model_1,Decoder_8,Decoder,8,37,0.5907
large,model_1,Decoder_8,Decoder,8,38,0.5723
large,model_1,Decoder_8,Decoder,8,39,0.7251
large,model_1,Decoder_8,Decoder,8,40,0.0233
large,model_1,Decoder_8,Decoder,8,41,-0.2536
large,model_1,Decoder_8,Decoder,8,42,-0.3532
large,model_1,Decoder_8,Decoder,8,43,0.5476
large,model_1,Decoder_8,Decoder,8,44,0.4588
large,model_1,Decoder_8,Decoder,8,45,0.0535
large,model_1,Decoder_8,Decoder,8,46,-0.6127
large,model_1,Decoder_8,Decoder,8,47,0.5374
large,model_1,Decoder_8,Decoder,8,48,0.3882
large,model_1,Decoder_8,Decoder,8,49,0.5326
large,model_1,Decoder_8,Decoder,8,50,0.465
large,model_1,Decoder_8,Decoder,8,51,0.4743
large,model_1,Decoder_8,Decoder,8,52,0.5376
large,model_1,Decoder_8,Decoder,8,53,0.1959
large,model_1,Decoder_8,Decoder,8,54,0.7232
large,model_1,Decoder_8,Decoder,8,55,0.1157
large,model_1,Decoder_8,Decoder,8,56,0.6251
large,model_1,Decoder_8,Decoder,8,57,0.3136
large,model_1,Decoder_8,Decoder,8,58,0.7175
large,model_1,Decoder_8,Decoder,8,59,0.6281
large,model_1,Decoder_8,Decoder,8,60,0.663
large,model_1,Decoder_8,Decoder,8,61,0.7504
large,model_1,Decoder_8,Decoder,8,62,0.7891
large,model_1,Decoder_8,Decoder,8,63,0.6292
large,model_2,Encoder_0,Encoder,0,0,0.4698
large,model_2,Encoder_0,Encoder,0,1,NA
large,model_2,Encoder_0,Encoder,0,2,0.5487
large,model_2,Encoder_0,Encoder,0,3,0.5914
large,model_2,Encoder_0,Encoder,0,4,NA
large,model_2,Encoder_0,Encoder,0,5,0.2652
large,model_2,Encoder_0,Encoder,0,6,0.3092
large,model_2,Encoder_0,Encoder,0,7,NA
large,model_2,Encoder_0,Encoder,0,8,0.1005
large,model_2,Encoder_0,Encoder,0,9,0.3086
large,model_2,Encoder_0,Encoder,0,10,-0.1261
large,model_2,Encoder_0,Encoder,0,11,-0.3342
large,model_2,Encoder_0,Encoder,0,12,NA
large,model_2,Encoder_0,Encoder,0,13,0.0681
large,model_2,Encoder_0,Encoder,0,14,0.1186
large,model_2,Encoder_0,Encoder,0,15,0.1773
large,model_2,Encoder_0,Encoder,0,16,0.6835
large,model_2,Encoder_0,Encoder,0,17,0.3649
large,model_2,Encoder_0,Encoder,0,18,0.1542
large,model_2,Encoder_0,Encoder,0,19,NA
large,model_2,Encoder_0,Encoder,0,20,NA
large,model_2,Encoder_0,Encoder,0,21,NA
large,model_2,Encoder_0,Encoder,0,22,0.128
large,model_2,Encoder_0,Encoder,0,23,0.0315
large,model_2,Encoder_0,Encoder,0,24,0.2908
large,model_2,Encoder_0,Encoder,0,25,0.226
large,model_2,Encoder_0,Encoder,0,26,NA
large,model_2,Encoder_0,Encoder,0,27,NA
large,model_2,Encoder_0,Encoder,0,28,0.4776
large,model_2,Encoder_0,Encoder,0,29,0.1465
large,model_2,Encoder_0,Encoder,0,30,0.2169
large,model_2,Encoder_0,Encoder,0,31,0.5317
large,model_2,Encoder_0,Encoder,0,32,0.1572
large,model_2,Encoder_0,Encoder,0,33,0.2251
large,model_2,Encoder_0,Encoder,0,34,0.3679
large,model_2,Encoder_0,Encoder,0,35,0.2221
large,model_2,Encoder_0,Encoder,0,36,0.5105
large,model_2,Encoder_0,Encoder,0,37,NA
large,model_2,Encoder_0,Encoder,0,38,0.1065
large,model_2,Encoder_0,Encoder,0,39,0.6868
large,model_2,Encoder_0,Encoder,0,40,0.1747
large,model_2,Encoder_0,Encoder,0,41,0.4729
large,model_2,Encoder_0,Encoder,0,42,0.3259
large,model_2,Encoder_0,Encoder,0,43,0.3578
large,model_2,Encoder_0,Encoder,0,44,0.4736
large,model_2,Encoder_0,Encoder,0,45,0.1029
large,model_2,Encoder_0,Encoder,0,46,0.34
large,model_2,Encoder_0,Encoder,0,47,-0.0198
large,model_2,Encoder_0,Encoder,0,48,0.3954
large,model_2,Encoder_0,Encoder,0,49,NA
large,model_2,Encoder_0,Encoder,0,50,0.8198
large,model_2,Encoder_0,Encoder,0,51,0.0516
large,model_2,Encoder_0,Encoder,0,52,0.35
large,model_2,Encoder_0,Encoder,0,53,0.0487
large,model_2,Encoder_0,Encoder,0,54,0.4129
large,model_2,Encoder_0,Encoder,0,55,0.2118
large,model_2,Encoder_0,Encoder,0,56,0.2272
large,model_2,Encoder_0,Encoder,0,57,-0.2
large,model_2,Encoder_0,Encoder,0,58,0.596
large,model_2,Encoder_0,Encoder,0,59,0.5745
large,model_2,Encoder_0,Encoder,0,60,0.1001
large,model_2,Encoder_0,Encoder,0,61,0.3438
large,model_2,Encoder_0,Encoder,0,62,0.2485
large,model_2,Encoder_0,Encoder,0,63,-0.0289
large,model_2,Encoder_4,Encoder,4,0,0.68
large,model_2,Encoder_4,Encoder,4,1,0.6152
large,model_2,Encoder_4,Encoder,4,2,0.7008
large,model_2,Encoder_4,Encoder,4,3,0.6565
large,model_2,Encoder_4,Encoder,4,4,0.5438
large,model_2,Encoder_4,Encoder,4,5,0.5993
large,model_2,Encoder_4,Encoder,4,6,0.5077
large,model_2,Encoder_4,Encoder,4,7,0.3141
large,model_2,Encoder_4,Encoder,4,8,0.0588
large,model_2,Encoder_4,Encoder,4,9,0.6051
large,model_2,Encoder_4,Encoder,4,10,0.0505
large,model_2,Encoder_4,Encoder,4,11,0.4486
large,model_2,Encoder_4,Encoder,4,12,0.661
large,model_2,Encoder_4,Encoder,4,13,0.5715
large,model_2,Encoder_4,Encoder,4,14,0.7041
large,model_2,Encoder_4,Encoder,4,15,0.6441
large,model_2,Encoder_4,Encoder,4,16,0.5037
large,model_2,Encoder_4,Encoder,4,17,0.6185
large,model_2,Encoder_4,Encoder,4,18,0.8918
large,model_2,Encoder_4,Encoder,4,19,0.2686
large,model_2,Encoder_4,Encoder,4,20,0.1805
large,model_2,Encoder_4,Encoder,4,21,0.4266
large,model_2,Encoder_4,Encoder,4,22,0.6566
large,model_2,Encoder_4,Encoder,4,23,0.8022
large,model_2,Encoder_4,Encoder,4,24,0.6423
large,model_2,Encoder_4,Encoder,4,25,0.3815
large,model_2,Encoder_4,Encoder,4,26,0.5235
large,model_2,Encoder_4,Encoder,4,27,0.6244
large,model_2,Encoder_4,Encoder,4,28,0.2973
large,model_2,Encoder_4,Encoder,4,29,0.4732
large,model_2,Encoder_4,Encoder,4,30,0.6909
large,model_2,Encoder_4,Encoder,4,31,0.4904
large,model_2,Encoder_4,Encoder,4,32,0.1776
large,model_2,Encoder_4,Encoder,4,33,0.6365
large,model_2,Encoder_4,Encoder,4,34,0.6243
large,model_2,Encoder_4,Encoder,4,35,0.4836
large,model_2,Encoder_4,Encoder,4,36,0.5361
large,model_2,Encoder_4,Encoder,4,37,0.5257
large,model_2,Encoder_4,Encoder,4,38,0.5467
large,model_2,Encoder_4,Encoder,4,39,0.5014
large,model_2,Encoder_4,Encoder,4,40,0.751
large,model_2,Encoder_4,Encoder,4,41,0.6782
large,model_2,Encoder_4,Encoder,4,42,0.5981
large,model_2,Encoder_4,Encoder,4,43,0.5409
large,model_2,Encoder_4,Encoder,4,44,0.362
large,model_2,Encoder_4,Encoder,4,45,0.2551
large,model_2,Encoder_4,Encoder,4,46,0.4102
large,model_2,Encoder_4,Encoder,4,47,0.7255
large,model_2,Encoder_4,Encoder,4,48,0.5529
large,model_2,Encoder_4,Encoder,4,49,0.3028
large,model_2,Encoder_4,Encoder,4,50,0.1886
large,model_2,Encoder_4,Encoder,4,51,0.6842
large,model_2,Encoder_4,Encoder,4,52,0.677
large,model_2,Encoder_4,Encoder,4,53,0.7039
large,model_2,Encoder_4,Encoder,4,54,0.6695
large,model_2,Encoder_4,Encoder,4,55,0.7184
large,model_2,Encoder_4,Encoder,4,56,0.2572
large,model_2,Encoder_4,Encoder,4,57,0.2753
large,model_2,Encoder_4,Encoder,4,58,0.6267
large,model_2,Encoder_4,Encoder,4,59,0.5964
large,model_2,Encoder_4,Encoder,4,60,0.6904
large,model_2,Encoder_4,Encoder,4,61,0.8245
large,model_2,Encoder_4,Encoder,4,62,0.685
large,model_2,Encoder_4,Encoder,4,63,0.6235
large,model_2,Encoder_8,Encoder,8,0,0.6977
large,model_2,Encoder_8,Encoder,8,1,0.6468
large,model_2,Encoder_8,Encoder,8,2,0.6955
large,model_2,Encoder_8,Encoder,8,3,0.741
large,model_2,Encoder_8,Encoder,8,4,0.5278
large,model_2,Encoder_8,Encoder,8,5,0.4343
